0,1000,1.669,0.0160224,0.96,70128018,48.94211783698661,1.4758436332064182
1,1000,0.624,0.0159744,2.56,65342952,47.986686562439,2.2067781921262664
2,1000,1.496,1.4729615999999999,98.46,48760281,65.22411551905982,1.7013110494096266
3,1000,5.063,5.037178699999999,99.49,101790408,47.16759331398841,0.5458613630131556
4,1000,1.139,0.0140097,1.23,75298545,41.02013960685223,1.2308619200255753
5,1000,5.166,5.1448194,99.59,97094767,54.03604538942297,0.554335531574831
0,2000,19.315,0.0714655,0.37,1026740549,47.893194306464316,0.9942109845780547
1,2000,4.518,0.076806,1.7,895008500,10.239597023545215,2.246995422783913
2,2000,16.884,16.7776308,99.37,474308162,60.61383377391382,1.1352067031297706
3,2000,80.548,80.3949588,99.81,1156225363,95.48929629918379,0.2715211943944149
4,2000,8.302,0.0689066,0.83,866947979,13.314523736004574,1.1823121813492692
5,2000,81.267,81.1613529,99.87,1253812679,95.34390187127968,0.27007072294087187
0,3000,110.511,0.16576649999999998,0.15,3664306747,87.56744494196901,0.5892570425426176
1,3000,14.187,0.1461261,1.03,3234520752,6.5032203943245435,2.317149462354482
2,3000,101.63,101.41657699999999,99.79,3351482724,88.2905510911936,0.6421910913673008
3,3000,353.434,353.04522260000005,99.89,5166315613,96.54567841816754,0.22157313971609496
4,3000,29.041,0.17715009999999998,0.61,3037060100,11.395404847970212,1.1322179842821778
5,3000,354.215,354.0378925,99.95,5412461041,96.37768601366945,0.22138292167265758
0,4000,364.707,0.2917656,0.08,12361849656,91.56541745099292,0.4476986404508126
1,4000,33.797,0.25347749999999997,0.75,7769280534,2.4484523083231267,2.2661375898774527
2,4000,347.397,346.9453839,99.87,8293376080,94.85396700523002,0.4716939985883607
3,4000,975.901,975.1202791999999,99.92,24576654525,93.46596649716511,0.1982872381892095
4,4000,70.75,0.24762499999999998,0.35,7324476665,7.914058003664167,1.107255720743624
5,4000,973.961,973.6688117,99.97,20432515505,94.65776232978088,0.19909103320686214
0,5000,1443.45,0.7217250000000001,0.05,26196490464,93.13942031407257,0.3680786795892683
1,5000,124.223,0.7204934,0.58,7304878284,49.352731872055635,3.0805760994107225
2,5000,1162.316,1161.153684,99.9,16436292155,95.7254881114044,0.3910832944333547
3,5000,1912.561,1910.0746707,99.87,47246214348,93.73260299613847,0.1865305699298066
4,5000,132.878,0.3587706,0.27,14443617182,6.871488997582858,1.1298550149111073
5,5000,1728.113,1727.7673774,99.98,28877199308,96.60282179419264,0.19340343209693855
